timestamp,session_id,turn_id,turn_number,user_text,has_image,last_pid_context,effective_query,query_type,keyword_hits,sideflex_kw,straight_kw,query_series,image_search,vit_top_score,vit_series,vit_dominant,vit_hits_count,siglip_hits_count,graph_triggered_by,graph_candidates_added,graph_contributed,graph_seed_products,graph_compatible,graph_same_series,text_skipped,text_skip_reason,text_hits_count,total_candidates,top1_pid,top1_final_score,top1_ce_score,top1_series,reranked_pids,clarification,tool_calls,tool_names,ai_reply_length,ai_reply_preview,latency_ms,eval_top1_series_ok,eval_sideflex_ok,eval_straight_ok,eval_ref_in_reply,eval_graph_contrib,eval_clarif_ok,eval_vit_series_ok,error
2026-03-02T16:32:46.167,sess_163246_01131c,sess_163246_01131c_t001,1,ต้องการโซ่ที่น้ำหนักเบาที่สุดต่อเมตร เพื่อลด energy consumption,False,,ต้องการโซ่ที่น้ำหนักเบาที่สุดต่อเมตร เพื่อลด energy consumption,general,0,False,False,,False,,,False,0,0,none,0,False,,,,False,,0,11,movex_chain_LF821_K1000,0.7,0.3764,821 Series,movex_chain_LF821_K1000|movex_chain_LF821_K1200|movex_chain_LF821_K750|movex_chain_LF882_TAB_K1200|movex_chain_LFN_103_MFH,False,0,,1319,สวัสดีครับ ในการเลือกโซ่ลำเลียงที่น้ำหนักเบาที่สุดเพื่อช่วยลดการใช้พลังงาน (energy consumption) นะคร,11913.1,False,False,False,True,False,False,False,
2026-03-02T16:34:03.618,sess_163403_bc48a9,sess_163403_bc48a9_t001,1,สายการผลิตใหม่ใช้ magnetic curve tracks ต้องการโซ่ที่ compatible และ high-speed มีอะไรบ้าง?,False,,สายการผลิตใหม่ใช้ magnetic curve tracks ต้องการโซ่ที่ compatible และ high-speed มีอะไรบ้าง?,general,7,True,False,,False,,,False,0,0,none,0,False,,,,False,,0,12,movex_chain_LFN_83_MFM,0.7362,3.889,83 MFM PRO Series,movex_chain_LFN_83_MFM|movex_sprocket_54901|movex_sprocket_55001|movex_chain_LFN_103_MFH|movex_chain_LF880_TAB_K450,False,0,,1845,สำหรับสายการผลิตใหม่ที่ใช้ magnetic curve tracks และต้องการโซ่ที่ compatible กับการทำงานแบบ high-spe,9726.9,False,False,False,True,False,False,False,
2026-03-02T16:35:41.424,sess_163541_877460,sess_163541_877460_t001,1,ไลน์แก้วขวดขนาดใหญ่ต้องการโซ่ sideflexing Width ประมาณ 190 mm รับโหลดสูงมีรุ่นอะไรบ้าง?,False,,ไลน์แก้วขวดขนาดใหญ่ต้องการโซ่ sideflexing Width ประมาณ 190 mm รับโหลดสูงมีรุ่นอะไรบ้าง?,general,7,True,False,,False,,,False,0,0,none,0,False,,,,False,,0,11,movex_sprocket_54901,0.7,9.1437,880 Series,movex_sprocket_54901|movex_chain_LFN_83_MFM|movex_sprocket_55001|movex_chain_LFN_103_MFH|movex_chain_LF880_TAB_K450,True,0,,1552,สำหรับสายพาน Sideflexing ที่มีความกว้างประมาณ 190 มม. และต้องการรับโหลดสูง สำหรับไลน์ขวดแก้วขนาดใหญ่,10672.7,False,True,False,True,False,True,False,
2026-03-02T16:37:50.282,sess_163541_877460,sess_163541_877460_t002,2,มีโซ่สแตนเลสหรือทนอุณหภูมิสูงกว่า 150°C บ้างไหม สำหรับ food grade?,False,movex_sprocket_54901 movex_chain_LFN_83_MFM movex_sprocket_55001 LFN 103 MFH LF 880 TAB K450,movex_sprocket_54901 movex_chain_LFN_83_MFM movex_sprocket_55001 มีโซ่สแตนเลสหรือทนอุณหภูมิสูงกว่า 150°C บ้างไหม สำหรับ food grade?,general,0,False,False,,False,,,False,0,0,none,0,False,,,,False,,0,7,movex_sprocket_58801,0.8958,7.5101,83 MFM PRO,movex_sprocket_58801|movex_sprocket_54401|movex_sprocket_55601|movex_sprocket_57801|movex_sprocket_54301,False,0,,500,ต้องขออภัยด้วยครับ จากข้อมูลสินค้า Movex ที่มีอยู่ตอนนี้ ผมยังไม่พบข้อมูลโซ่สายพานที่เป็นสเตนเลสสตีล,3982.9,False,False,False,False,False,False,False,
2026-03-02T16:37:57.489,sess_163757_138e63,sess_163757_138e63_t001,1,มีโซ่สแตนเลสหรือทนอุณหภูมิสูงกว่า 150°C บ้างไหม สำหรับ food grade?,False,,มีโซ่สแตนเลสหรือทนอุณหภูมิสูงกว่า 150°C บ้างไหม สำหรับ food grade?,general,0,False,False,,False,,,False,0,0,none,0,False,,,,False,,0,9,movex_chain_LFN_83_MFM,1.0,-4.8162,83 MFM PRO Series,movex_chain_LFN_83_MFM|movex_chain_LF821_K750|movex_chain_LF880_TAB_K450|movex_chain_LF882_TAB_K750|movex_chain_LF820_K450,False,0,,522,เรียนคุณลูกค้าครับ จากข้อมูลที่มีอยู่ตอนนี้ ผมยังไม่พบโซ่ที่ทำจากสแตนเลส หรือสามารถทนอุณหภูมิได้สูงก,7356.5,False,False,False,False,False,False,False,
2026-03-02T16:39:15.088,sess_163915_8dc2cc,sess_163915_8dc2cc_t001,1,ต้องการ sprocket สำหรับ 820 Series chain มี Z=25 teeth หรือเปล่า? ถ้ามีขอ spec,False,,ต้องการ sprocket สำหรับ 820 Series chain มี Z=25 teeth หรือเปล่า? ถ้ามีขอ spec,general,0,False,False,820,False,,,False,0,0,none,0,False,,,,False,,0,6,movex_sprocket_54401,1.0,7.6012,820 Series,movex_sprocket_54401|movex_sprocket_54301|movex_sprocket_54201|movex_sprocket_55601|movex_chain_LF820_K325,False,0,,989,"มีครับ สำหรับ 820 Series chain ที่มี 25 ซี่ฟัน เรามีรุ่น **Art_Nr: 54401** ครับ

**รายละเอียดสเปคของ",5868.0,True,False,False,True,False,False,False,
2026-03-02T16:40:20.896,sess_164020_e6fc86,sess_164020_e6fc86_t001,1,เครื่อง Krones Modul / Sidel Matrix ใช้ chain รุ่นไหนได้บ้าง? ต้องการ high-speed magnetic system,False,,เครื่อง Krones Modul / Sidel Matrix ใช้ chain รุ่นไหนได้บ้าง? ต้องการ high-speed magnetic system,general,0,False,False,,False,,,False,0,0,none,0,False,,,,False,,0,6,movex_chain_LFN_83_MFM,1.0,2.1847,83 MFM PRO Series,movex_chain_LFN_83_MFM|movex_chain_LFN_103_MFH|movex_chain_LF821_K1200|movex_chain_LF821_K750|movex_chain_LF821_K1000,False,0,,1334,สำหรับเครื่อง Krones Modul / Sidel Matrix ที่ต้องการระบบลำเลียงแบบ magnetic สำหรับการทำงานที่ความเร็,8006.9,False,False,False,True,False,False,False,
2026-03-02T16:43:44.386,sess_164344_c8a89a,sess_164344_c8a89a_t001,1,ต้องการโซ่สำหรับ accumulation table mass flow กว้างมากที่สุดในแค็ตตาล็อก,False,,ต้องการโซ่สำหรับ accumulation table mass flow กว้างมากที่สุดในแค็ตตาล็อก,general,0,False,False,,False,,,False,0,0,none,0,False,,,,False,,0,8,movex_chain_LF882_TAB_K1200,1.0,4.8426,882 Series,movex_chain_LF882_TAB_K1200|movex_chain_LF820_K750|movex_chain_LF821_K1200|movex_chain_LF880_TAB_K450|movex_chain_LF882_TAB_K1000,False,0,,1201,สำหรับโซ่ที่ใช้ในระบบ accumulation table แบบ mass flow ที่ต้องการความกว้างมากที่สุดในแค็ตตาล็อกของเร,8340.3,False,False,False,True,False,False,False,
2026-03-02T16:44:27.996,sess_164427_da6897,sess_164427_da6897_t001,1,ขอ spec ทั้งหมดของ LFN 83 MFM,False,,ขอ spec ทั้งหมดของ LFN 83 MFM,general,1,False,False,83,False,,,False,0,0,none,0,False,,,,False,,0,6,movex_chain_LFN_83_MFM,1.0182,8.6192,83 MFM PRO Series,movex_chain_LFN_83_MFM|movex_sprocket_58801|movex_chain_LFN_103_MFH|movex_chain_LF820_K325|movex_chain_LF821_K750,False,0,,1578,สายพานรุ่น LFN 83 MFM เป็นสายพานแบบ Sideflexing Chain (สายพานเลี้ยวโค้งได้) ในซีรีส์ 83 MFM PRO Seri,8010.6,True,False,False,True,False,False,False,
2026-03-02T16:46:07.885,sess_164427_da6897,sess_164427_da6897_t002,2,ต้องการโซ่ straight running สำหรับ automotive assembly parts น้ำหนักหนัก ต้องการ Width อย่างน้อย 250 mm,False,movex_chain_LFN_83_MFM movex_sprocket_58801 movex_chain_LFN_103_MFH LFN 83 MFM 58801,ต้องการโซ่ straight running สำหรับ automotive assembly parts น้ำหนักหนัก ต้องการ Width อย่างน้อย 250 mm,general,8,False,True,,False,,,False,0,0,none,0,False,,,,False,,0,13,movex_sprocket_55601,0.7,8.2608,882 Series,movex_sprocket_55601|movex_chain_LF820_K325|movex_chain_LF820_K400|movex_chain_LF821_K1000|movex_chain_LF821_K750,False,0,,1464,สำหรับงานลำเลียงชิ้นส่วนยานยนต์ที่มีน้ำหนักมาก และต้องการความกว้างอย่างน้อย 250 มม. ทาง Movex ขอแนะน,5665.0,False,False,False,True,False,False,False,
2026-03-02T16:46:17.685,sess_164617_51cd40,sess_164617_51cd40_t001,1,ต้องการโซ่ straight running สำหรับ automotive assembly parts น้ำหนักหนัก ต้องการ Width อย่างน้อย 250 mm,False,,ต้องการโซ่ straight running สำหรับ automotive assembly parts น้ำหนักหนัก ต้องการ Width อย่างน้อย 250 mm,general,8,False,True,,False,,,False,0,0,none,0,False,,,,False,,0,13,movex_sprocket_55601,0.7,8.2608,882 Series,movex_sprocket_55601|movex_chain_LF820_K325|movex_chain_LF820_K400|movex_chain_LF821_K1000|movex_chain_LF821_K750,False,0,,1298,สำหรับโซ่ Straight Running ที่ใช้กับ Automotive Assembly Parts และต้องการ Width อย่างน้อย 250 mm ผมข,7575.0,False,False,False,True,False,False,False,
2026-03-02T16:47:37.036,sess_164737_d75b9a,sess_164737_d75b9a_t001,1,Sprocket Art.Nr. 55601 ใช้ได้กับ chain รุ่นไหน?,False,,Sprocket Art.Nr. 55601 ใช้ได้กับ chain รุ่นไหน?,general,0,False,False,,False,,,False,0,0,none,0,False,,,,False,,0,6,movex_sprocket_55601,0.7752,9.7982,882 Series,movex_sprocket_55601|movex_sprocket_54201|movex_sprocket_58801|movex_sprocket_54301|movex_sprocket_57801,False,0,,99,Sprocket Art.Nr. 55601 สามารถใช้ได้กับ Chain 882 Series ครับ และยังเหมาะสำหรับ Series 8257 ด้วยครับ,2468.9,False,False,False,True,False,False,False,
2026-03-02T16:48:44.546,sess_164844_8497e9,sess_164844_8497e9_t001,1,ต้องการโซ่ standard สำหรับ packaging line ทั่วไป,False,,ต้องการโซ่ standard สำหรับ packaging line ทั่วไป,general,0,False,False,,False,,,False,0,0,none,0,False,,,,False,,0,11,movex_sprocket_54201,0.85,2.4575,820 Series,movex_sprocket_54201|movex_sprocket_54301|movex_chain_LF880_TAB_K325|movex_chain_LF820_K600|movex_chain_LFN_103_MFH,False,0,,551,"สวัสดีครับ Movex Assistant ยินดีให้บริการครับ

เพื่อที่ผมจะแนะนำโซ่ standard สำหรับ packaging line ไ",5861.1,False,False,False,False,False,False,False,
2026-03-02T17:07:28.169,sess_170728_20df5f,sess_170728_20df5f_t001,1,fff,False,,fff,general,0,False,False,,False,,,False,0,0,none,0,False,,,,False,,0,13,movex_chain_LF820_K400,0.8176,-3.1819,820 Series,movex_chain_LF820_K400|movex_chain_LF820_K450|movex_chain_LF820_K325|movex_chain_LF821_K1000|movex_chain_LF882_TAB_K1200,False,0,,330,"รบกวนขอข้อมูลเพิ่มเติมเพื่อช่วยแนะนำสินค้าที่เหมาะสมให้คุณลูกค้าได้ไหมครับ/คะ?

คุณลูกค้าสนใจสินค้าป",3100.8,False,False,False,False,False,False,False,
