timestamp,session_id,turn_id,turn_number,user_text,has_image,last_pid_context,effective_query,query_type,keyword_hits,sideflex_kw,straight_kw,query_series,image_search,vit_top_score,vit_series,vit_dominant,vit_hits_count,siglip_hits_count,graph_triggered_by,graph_candidates_added,graph_contributed,graph_seed_products,graph_compatible,graph_same_series,text_skipped,text_skip_reason,text_hits_count,total_candidates,top1_pid,top1_final_score,top1_ce_score,top1_series,reranked_pids,clarification,tool_calls,tool_names,ai_reply_length,ai_reply_preview,latency_ms,eval_top1_series_ok,eval_sideflex_ok,eval_straight_ok,eval_ref_in_reply,eval_graph_contrib,eval_clarif_ok,eval_vit_series_ok,error
2026-03-01T13:24:11.409,sess_132411_a2e234,sess_132411_a2e234_t001,1,,True,,ลูกค้าส่งรูปภาพมา,image,0,False,False,,True,0.9106,820,True,0,0,none,0,False,,,,False,,0,12,movex_sprocket_54201,0.0165,0.0,820 Series,movex_sprocket_54201|movex_sprocket_54901|movex_chain_LF820_K325|movex_chain_LF820_K750|movex_chain_LF820_K600,False,0,,340,จากรูปภาพที่ส่งมา ผมยังไม่สามารถระบุรุ่นสินค้าได้อย่างชัดเจนนักครับ เพื่อให้ผมแนะนำได้ตรงที่สุด รบกว,8621.1,False,False,False,False,False,False,False,
2026-03-01T13:31:09.263,sess_133109_221444,sess_133109_221444_t001,1,,True,,ลูกค้าส่งรูปภาพมา,image,0,False,False,,True,0.9626,820,True,0,0,none,0,False,,,,False,,0,8,movex_chain_LF820_K325,0.0208,0.0,820 Series,movex_chain_LF820_K325|movex_chain_LF820_K750|movex_chain_LF820_K600|movex_chain_LF820_K450|movex_sprocket_54301,False,0,,1708,จากรูปภาพที่คุณส่งมา ทางเราคาดว่าเป็นสายพานรุ่น **LF 820 K325** ซึ่งเป็นสายพานแบบวิ่งตรง (Straight R,9661.5,False,False,False,True,False,False,False,
2026-03-01T13:31:37.306,sess_133137_8eb5a9,sess_133137_8eb5a9_t001,1,,True,,ลูกค้าส่งรูปภาพมา,image,0,False,False,,True,0.9765,820,True,0,0,none,0,False,,,,False,,0,11,movex_chain_LF820_K750,0.0204,0.0,820 Series,movex_chain_LF820_K750|movex_chain_LF821_K750|movex_chain_LF820_K325|movex_chain_LF820_K600|movex_chain_LF820_K450,True,0,,532,ขออภัยครับ จากรูปภาพที่ให้มา ทางเรายังไม่สามารถระบุรุ่นที่แน่นอนของสายพานได้ชัดเจนนักครับ เพื่อให้ M,8970.1,False,False,False,True,False,False,False,
2026-03-01T16:06:25.469,sess_160625_e34e95,sess_160625_e34e95_t001,1,,True,,ลูกค้าส่งรูปภาพมา,image,0,False,False,,True,0.9626,820,True,0,0,none,0,False,,,,False,,0,8,movex_chain_LF820_K325,1.0,0.0,820 Series,movex_chain_LF820_K325|movex_chain_LF820_K750|movex_chain_LF820_K600|movex_chain_LF820_K450|movex_sprocket_54301,False,0,,1840,จากรูปภาพที่ส่งมา Movex Assistant วิเคราะห์ได้ว่าเป็นสายพาน **Movex 820 Series** รุ่น **LF 820 K325*,11899.7,False,False,False,True,False,False,False,
2026-03-01T16:07:15.006,sess_160714_fc3f3c,sess_160714_fc3f3c_t001,1,,True,,ลูกค้าส่งรูปภาพมา,image,0,False,False,,True,0.9765,820,True,0,0,none,0,False,,,,False,,0,11,movex_chain_LF820_K750,1.0,0.0,820 Series,movex_chain_LF820_K750|movex_chain_LF821_K750|movex_chain_LF820_K325|movex_chain_LF820_K600|movex_chain_LF820_K450,True,0,,1656,"จากรูปภาพที่ส่งมา Movex Assistant วิเคราะห์แล้วมั่นใจว่าเป็นสายพานรุ่น **LF 820 K750** ครับ/ค่ะ

ราย",11403.2,False,False,False,True,False,False,False,
2026-03-01T16:07:44.794,sess_160744_1b913d,sess_160744_1b913d_t001,1,,True,,ลูกค้าส่งรูปภาพมา,image,0,False,False,,True,0.8807,880,True,0,0,none,0,False,,,,False,,0,4,movex_chain_LF880_TAB_K450,1.0,0.0,880 Series,movex_chain_LF880_TAB_K450|movex_chain_LF880_TAB_K325|movex_sprocket_54901|movex_sprocket_55001,False,0,,1029,จากรูปภาพที่ส่งมา ทางระบบวิเคราะห์พบว่าเป็นสายพานรุ่น **LF 880 TAB K450** ซึ่งเป็นสายพานแบบเลี้ยวได้,7385.7,False,False,False,True,False,False,False,
2026-03-01T16:09:01.317,sess_160901_c45ca1,sess_160901_c45ca1_t001,1,,True,,ลูกค้าส่งรูปภาพมา,image,0,False,False,,True,0.9296,820,True,0,0,none,0,False,,,,False,,0,12,movex_sprocket_54201,1.0,0.0,820 Series,movex_sprocket_54201|movex_sprocket_54901|movex_chain_LF820_K325|movex_chain_LF820_K750|movex_chain_LF820_K600,False,0,,981,จากรูปภาพที่ส่งมา Movex Assistant วิเคราะห์แล้วมีความมั่นใจสูงว่าเป็นสินค้า Movex Sprocket รหัสรุ่น ,6566.3,False,False,False,True,False,False,False,
2026-03-01T16:10:05.784,sess_161005_2c1852,sess_161005_2c1852_t001,1,,True,,ลูกค้าส่งรูปภาพมา,image,0,False,False,,True,0.9865,880,True,0,0,none,0,False,,,,False,,0,4,movex_chain_LF880_TAB_K450,1.0,0.0,880 Series,movex_chain_LF880_TAB_K450|movex_chain_LF880_TAB_K325|movex_sprocket_54901|movex_sprocket_55001,False,0,,1308,จากรูปภาพที่ส่งมา Movex Assistant วิเคราะห์แล้วพบว่าเป็นสายพาน **LF 880 TAB K450** ครับ ซึ่งเป็นรุ่น,9174.4,False,False,False,True,False,False,False,
2026-03-01T16:11:07.380,sess_161107_f04888,sess_161107_f04888_t001,1,,True,,ลูกค้าส่งรูปภาพมา,image,0,False,False,,True,0.9821,880,True,0,0,none,0,False,,,,False,,0,12,movex_sprocket_54901,1.0,0.0,880 Series,movex_sprocket_54901|movex_sprocket_54201|movex_chain_LF880_TAB_K450|movex_chain_LF880_TAB_K325|movex_sprocket_55001,False,0,,1242,จากภาพที่คุณส่งมา ทางเรามั่นใจว่าเป็น Movex Sprocket รุ่น 54901 ครับ/ค่ะ ซึ่งเป็น Sideflexing Sprock,7312.5,False,False,False,True,False,False,False,
2026-03-01T16:12:06.487,sess_161206_8aa204,sess_161206_8aa204_t001,1,,True,,ลูกค้าส่งรูปภาพมา,image,0,False,False,,True,0.9394,83,True,0,0,none,0,False,,,,False,,0,4,movex_chain_LFN_83_MFM,1.0,0.0,83 MFM PRO Series,movex_chain_LFN_83_MFM|movex_chain_LFN_103_MFH|movex_sprocket_58801|movex_sprocket_57801,False,0,,1587,จากรูปภาพที่ส่งมา ระบบวิเคราะห์ว่าเป็นสายพาน Movex รุ่น **LFN 83 MFM** ครับ มีความมั่นใจสูงถึง 93.9%,11138.6,False,False,False,True,False,False,False,
2026-03-01T16:12:41.868,sess_161241_abdce1,sess_161241_abdce1_t001,1,,True,,ลูกค้าส่งรูปภาพมา,image,0,False,False,,True,0.9497,83,True,0,0,none,0,False,,,,False,,0,4,movex_chain_LFN_83_MFM,1.0,0.0,83 MFM PRO Series,movex_chain_LFN_83_MFM|movex_chain_LFN_103_MFH|movex_sprocket_58801|movex_sprocket_57801,False,0,,1371,จากรูปภาพที่ส่งมา Movex Assistant ตรวจสอบพบว่าเป็นสายพานรุ่น **LFN 83 MFM** ในซีรีส์ **83 MFM PRO Se,9225.4,False,False,False,True,False,False,False,
2026-03-01T16:45:03.374,sess_164503_061978,sess_164503_061978_t001,1,,True,,ลูกค้าส่งรูปภาพมา,image,0,False,False,,True,0.9265,820,True,0,0,none,0,False,,,,False,,0,11,movex_chain_LF820_K750,1.0,0.0,820 Series,movex_chain_LF820_K750|movex_chain_LF821_K750|movex_chain_LF820_K325|movex_chain_LF820_K600|movex_chain_LF820_K450,False,0,,1450,จากรูปภาพที่ส่งมา ระบบวิเคราะห์พบว่าสายพานที่ท่านสนใจคือ Movex รุ่น **LF 820 K750** ครับ ซึ่งเป็นสาย,7150.2,False,False,False,True,False,False,False,
2026-03-01T16:48:29.181,sess_164829_f7dbf2,sess_164829_f7dbf2_t001,1,,True,,ลูกค้าส่งรูปภาพมา,image,0,False,False,,True,0.93,103,True,0,0,none,0,False,,,,False,,0,4,movex_chain_LFN_103_MFH,1.0,0.0,103 MFM PRO Series,movex_chain_LFN_103_MFH|movex_chain_LFN_83_MFM|movex_sprocket_57801|movex_sprocket_58801,False,0,,1543,จากรูปภาพที่ส่งมา ทางระบบวิเคราะห์แล้วมั่นใจสูงว่าเป็น **Movex LFN 103 MFH** ซึ่งเป็นสายพานประเภท Si,10354.2,False,False,False,True,False,False,False,
2026-03-01T16:49:12.762,sess_164912_079ff7,sess_164912_079ff7_t001,1,,True,,ลูกค้าส่งรูปภาพมา,image,0,False,False,,True,0.943,820,True,0,0,none,0,False,,,,False,,0,8,movex_chain_LF820_K325,1.0,0.0,820 Series,movex_chain_LF820_K325|movex_chain_LF820_K750|movex_chain_LF820_K600|movex_chain_LF820_K450|movex_sprocket_54301,False,0,,1495,"จากรูปภาพที่ส่งมา Movex Assistant ตรวจสอบแล้วเป็นสายพานรุ่น **LF 820 K325** ครับ

สำหรับรุ่นนี้ มีรา",9249.5,False,False,False,True,False,False,False,
2026-03-01T16:49:51.052,sess_164951_2b5545,sess_164951_2b5545_t001,1,,True,,ลูกค้าส่งรูปภาพมา,image,0,False,False,,True,0.863,880,True,0,0,none,0,False,,,,False,,0,4,movex_chain_LF880_TAB_K325,1.0,0.0,880 Series,movex_chain_LF880_TAB_K325|movex_chain_LF880_TAB_K450|movex_sprocket_54901|movex_sprocket_55001,False,0,,1020,จากรูปภาพที่ส่งมาเป็นสายพาน Movex 880 Series แบบ Sideflexing ครับ รุ่นที่ตรวจพบคือ **LF 880 TAB K325,5986.0,False,False,False,True,False,False,False,
2026-03-01T16:50:29.116,sess_165029_19c911,sess_165029_19c911_t001,1,,True,,ลูกค้าส่งรูปภาพมา,image,0,False,False,,True,0.9432,103,True,0,0,none,0,False,,,,False,,0,2,movex_sprocket_57801,1.0,0.0,103 MFH PRO,movex_sprocket_57801|movex_chain_LFN_103_MFH,False,0,,954,"จากรูปภาพที่ส่งมา เป็นสเตอร์รุ่น **57801** ครับ

นี่คือรายละเอียดสเปกของสเตอร์รุ่นนี้ครับ:
*   **รหั",6838.9,False,False,False,True,False,False,False,
2026-03-01T16:51:04.926,sess_165104_3451ce,sess_165104_3451ce_t001,1,,True,,ลูกค้าส่งรูปภาพมา,image,0,False,False,,True,0.9959,821,True,0,0,none,0,False,,,,False,,0,3,movex_chain_LF821_K750,1.0,0.0,821 Series,movex_chain_LF821_K750|movex_chain_LF821_K1000|movex_chain_LF821_K1200,False,0,,1452,จากรูปภาพที่คุณส่งมา Movex Assistant วิเคราะห์แล้วพบว่าเป็นสายพานรุ่น **LF 821 K750** ในกลุ่ม **821 ,8205.2,False,False,False,True,False,False,False,
2026-03-01T16:51:40.126,sess_165140_7152e4,sess_165140_7152e4_t001,1,,True,,ลูกค้าส่งรูปภาพมา,image,0,False,False,,True,0.9265,83,True,0,0,none,0,False,,,,False,,0,4,movex_chain_LFN_83_MFM,1.0,0.0,83 MFM PRO Series,movex_chain_LFN_83_MFM|movex_chain_LFN_103_MFH|movex_sprocket_58801|movex_sprocket_57801,False,0,,1265,จากรูปภาพที่ส่งมา Movex Assistant วิเคราะห์แล้วพบว่าเป็นสายพานรุ่น **LFN 83 MFM** ครับ ซึ่งเป็นสายพา,19621.9,False,False,False,True,False,False,False,
2026-03-01T16:52:42.045,sess_165242_353ea5,sess_165242_353ea5_t001,1,,True,,ลูกค้าส่งรูปภาพมา,image,0,False,False,,True,0.9999,820,True,0,0,none,0,False,,,,False,,0,8,movex_chain_LF820_K325,1.0,0.0,820 Series,movex_chain_LF820_K325|movex_chain_LF820_K750|movex_chain_LF820_K600|movex_chain_LF820_K450|movex_sprocket_54301,False,0,,1750,"จากรูปภาพที่ส่งมา ระบบวิเคราะห์ว่าเป็นสายพานรุ่น **LF 820 K325** ครับ

รายละเอียดของสายพานรุ่นนี้มีด",10396.0,False,False,False,True,False,False,False,
2026-03-01T16:53:30.589,sess_165330_7caa1d,sess_165330_7caa1d_t001,1,"""ต้องการโซ่สำหรับ curved conveyor layout ขนส่ง PET bottle ขนาดเล็ก turning radius ประมาณ 500 mm",False,,"""ต้องการโซ่สำหรับ curved conveyor layout ขนส่ง PET bottle ขนาดเล็ก turning radius ประมาณ 500 mm",general,7,True,False,,False,,,False,0,0,none,0,False,,,,False,,0,15,movex_chain_LFN_83_MFM,1.1471,-1.1332,83 MFM PRO Series,movex_chain_LFN_83_MFM|movex_chain_LF882_TAB_K750|movex_chain_LFN_103_MFH|movex_chain_LF880_TAB_K325|movex_chain_LF880_TAB_K450,False,0,,974,"เรียนท่านลูกค้าครับ Movex Assistant ยินดีให้บริการครับ

สำหรับโซ่ที่ใช้กับ curved conveyor layout สำ",14105.0,False,False,False,False,False,False,False,
2026-03-01T16:54:29.887,sess_165330_7caa1d,sess_165330_7caa1d_t002,2,82.5mm,False,movex_chain_LFN_83_MFM movex_chain_LF882_TAB_K750 movex_chain_LFN_103_MFH,movex_chain_LFN_83_MFM movex_chain_LF882_TAB_K750 movex_chain_LFN_103_MFH 82.5mm,general,0,False,False,,False,,,False,0,0,none,0,False,,,,False,,0,5,movex_chain_LFN_83_MFM,1.0,-1.3899,83 MFM PRO Series,movex_chain_LFN_83_MFM|movex_chain_LF882_TAB_K750|movex_chain_LFN_103_MFH|movex_chain_LF880_TAB_K325|movex_chain_LF882_TAB_K1000,False,0,,1515,"ขอบคุณสำหรับข้อมูลเพิ่มเติมครับคุณลูกค้า!

สำหรับโซ่ที่มีความกว้าง 82.5 mm หรือใกล้เคียง และใช้กับ c",6001.2,False,False,False,False,False,False,False,
2026-03-01T16:55:10.725,sess_165330_7caa1d,sess_165330_7caa1d_t003,3,ความเร็วปานกลาง,False,movex_chain_LFN_83_MFM movex_chain_LF882_TAB_K750 movex_chain_LFN_103_MFH LFN 83 MFM LF 880 TAB K325,movex_chain_LFN_83_MFM movex_chain_LF882_TAB_K750 movex_chain_LFN_103_MFH ความเร็วปานกลาง,general,0,False,False,,False,,,False,0,0,none,0,False,,,,False,,0,6,movex_chain_LF882_TAB_K750,0.8172,-2.2103,882 Series,movex_chain_LF882_TAB_K750|movex_chain_LFN_83_MFM|movex_chain_LF821_K750|movex_chain_LF880_TAB_K325|movex_chain_LF882_TAB_K1000,False,1,analyze_product_database,1551,"เรียนคุณลูกค้าครับ!

จากข้อมูลที่ว่าต้องการโซ่สำหรับ **ความเร็วปานกลาง** หน้ากว้าง 82.5 mm และรัศมีโ",11447.2,False,False,False,True,False,False,False,
2026-03-01T16:55:51.564,sess_165551_c0593d,sess_165551_c0593d_t001,1,"""อยากทราบความแตกต่างระหว่าง LF 820 K325 กับ LF 821 K750 ใช้งานแบบไหนต่างกัน และโหลดสูงสุดต่างกันเท่าไหร่?""",False,,"""อยากทราบความแตกต่างระหว่าง LF 820 K325 กับ LF 821 K750 ใช้งานแบบไหนต่างกัน และโหลดสูงสุดต่างกันเท่าไหร่?""",general,0,False,False,820|821,False,,,False,0,0,none,0,False,,,,False,,0,9,movex_chain_LF820_K325,1.0,4.4562,820 Series,movex_chain_LF820_K325|movex_chain_LF821_K750|movex_chain_LF820_K750|movex_chain_LF820_K400|movex_chain_LF821_K1000,False,1,compare_specific_products,1052,สวัสดีค่ะ จากข้อมูลที่สอบถามมา Movex Chain รุ่น LF 820 K325 และ LF 821 K750 มีความแตกต่างกันดังนี้ค่,8575.2,True,False,False,True,False,False,False,
2026-03-01T16:56:16.925,sess_165616_336549,sess_165616_336549_t001,1,"""กำลังใช้ chain 880 series ต้องการ sprocket สำหรับ sideflexing Bore = 25 mm มีอะไรบ้าง?""",False,,"""กำลังใช้ chain 880 series ต้องการ sprocket สำหรับ sideflexing Bore = 25 mm มีอะไรบ้าง?""",general,2,True,False,880,False,,,False,0,0,none,0,False,,,,False,,0,8,movex_sprocket_54901,0.7003,6.0134,880 Series,movex_sprocket_54901|movex_sprocket_55001|movex_sprocket_54201|movex_sprocket_54401|movex_sprocket_54301,False,0,,722,สำหรับ chain 880 Series ที่เป็นแบบ sideflexing และมี Bore 25 mm นะครับ Movex มี Sprocket ที่เข้ากันไ,6499.0,True,True,False,True,False,False,False,
2026-03-01T16:56:33.230,sess_165633_d8842f,sess_165633_d8842f_t001,1,"""มีโซ่สายพานที่รับแรงดึงสูงสุดในแค็ตตาล็อกเท่าไหร่ และเป็นรุ่นอะไร?""",False,,"""มีโซ่สายพานที่รับแรงดึงสูงสุดในแค็ตตาล็อกเท่าไหร่ และเป็นรุ่นอะไร?""",general,0,False,False,,False,,,False,0,0,none,0,False,,,,False,,0,8,movex_chain_LF821_K1200,1.0,-10.7247,821 Series,movex_chain_LF821_K1200|movex_chain_LF821_K750|movex_chain_LF821_K1000|movex_sprocket_54201|movex_sprocket_55601,False,0,,589,"จากข้อมูลในแค็ตตาล็อกของเรา โซ่สายพานที่รับแรงดึงสูงสุดจะอยู่ที่ **2,770 N** ครับ/ค่ะ

โดยมีโซ่สายพา",4647.7,False,False,False,True,False,False,False,
2026-03-01T16:59:01.850,sess_165901_f83718,sess_165901_f83718_t001,1,"""มีโซ่สแตนเลสหรือทนอุณหภูมิสูงกว่า 150°C บ้างไหม สำหรับ food grade?""",False,,"""มีโซ่สแตนเลสหรือทนอุณหภูมิสูงกว่า 150°C บ้างไหม สำหรับ food grade?""",general,0,False,False,,False,,,False,0,0,none,0,False,,,,False,,0,9,movex_chain_LFN_83_MFM,1.0,-10.9456,83 MFM PRO Series,movex_chain_LFN_83_MFM|movex_chain_LF820_K450|movex_chain_LF821_K750|movex_chain_LF882_TAB_K750|movex_chain_LF820_K400,False,0,,706,เรียนคุณลูกค้าครับ จากข้อมูลสินค้าของเรา ณ ตอนนี้ โซ่พลาสติกส่วนใหญ่ของเราที่เป็น Food Grade จะผลิตจ,6676.9,False,False,False,False,False,False,False,
2026-03-01T16:59:28.978,sess_165928_297e99,sess_165928_297e99_t001,1,"""ต้องการ sprocket สำหรับ 820 Series chain มี Z=25 teeth หรือเปล่า? ถ้ามีขอ spec""",False,,"""ต้องการ sprocket สำหรับ 820 Series chain มี Z=25 teeth หรือเปล่า? ถ้ามีขอ spec""",general,0,False,False,820,False,,,False,0,0,none,0,False,,,,False,,0,6,movex_sprocket_54401,1.0,2.6996,820 Series,movex_sprocket_54401|movex_sprocket_54301|movex_sprocket_54201|movex_sprocket_55601|movex_chain_LF820_K325,False,0,,665,"มีครับ Movex มี Sprocket สำหรับ 820 Series ที่มี 25 ซี่ (Z=25) ครับ รุ่น Art.Nr: 54401 ครับ

สำหรับส",3903.1,True,False,False,True,False,False,False,
2026-03-01T16:59:43.816,sess_165943_bd9770,sess_165943_bd9770_t001,1,"""เครื่อง Krones Modul / Sidel Matrix ใช้ chain รุ่นไหนได้บ้าง? ต้องการ high-speed magnetic system""",False,,"""เครื่อง Krones Modul / Sidel Matrix ใช้ chain รุ่นไหนได้บ้าง? ต้องการ high-speed magnetic system""",general,0,False,False,,False,,,False,0,0,none,0,False,,,,False,,0,6,movex_chain_LFN_83_MFM,1.0,-3.6749,83 MFM PRO Series,movex_chain_LFN_83_MFM|movex_chain_LFN_103_MFH|movex_chain_LF821_K1200|movex_chain_LF821_K750|movex_chain_LF821_K1000,False,0,,1037,สำหรับเครื่อง Krones Modul หรือ Sidel Matrix ที่ต้องการระบบลำเลียงแบบ magnetic สำหรับการทำงานที่ความ,6370.6,False,False,False,False,False,False,False,
2026-03-01T17:00:10.752,sess_170010_e60115,sess_170010_e60115_t001,1,"""ต้องการโซ่สำหรับ accumulation table mass flow กว้างมากที่สุดในแค็ตตาล็อก""",False,,"""ต้องการโซ่สำหรับ accumulation table mass flow กว้างมากที่สุดในแค็ตตาล็อก""",general,0,False,False,,False,,,False,0,0,none,0,False,,,,False,,0,9,movex_chain_LF882_TAB_K1200,0.9287,-2.7821,882 Series,movex_chain_LF882_TAB_K1200|movex_chain_LF820_K750|movex_chain_LF821_K1200|movex_chain_LF821_K1000|movex_chain_LF880_TAB_K450,False,0,,585,"สำหรับโซ่ที่กว้างที่สุดสำหรับงาน accumulation table mass flow ของเราจะมีขนาด 304.8 มม. ครับ/ค่ะ

แต่",6958.3,False,False,False,False,False,False,False,
2026-03-01T17:00:29.593,sess_170029_91c3ec,sess_170029_91c3ec_t001,1,"""ขอ spec ทั้งหมดของ LFN 83 MFM""",False,,"""ขอ spec ทั้งหมดของ LFN 83 MFM""",general,1,False,False,83,False,,,False,0,0,none,0,False,,,,False,,0,5,movex_chain_LFN_83_MFM,0.9426,3.8463,83 MFM PRO Series,movex_chain_LFN_83_MFM|movex_sprocket_58801|movex_chain_LFN_103_MFH|movex_chain_LF820_K325|movex_chain_LF880_TAB_K325,False,0,,1491,สายพานรุ่น LFN 83 MFM เป็นสายพานแบบ Sideflexing (เลี้ยวได้) ในซีรีส์ 83 MFM PRO ครับ รายละเอียดมีดัง,7095.5,True,False,False,True,False,False,False,
